id,target
005f277d5c,0
005f39c2d4,1
005f4a443f,1
005f4ab1c4,1
005f54db35,1
005f5bacfe,0
005f7441f3,0
005f77963a,1
005f7f67bd,1
005fc996e7,1
005fe856e8,0
005ff7d17d,1
005ffcc18e,1
00600ab024,0
0060330bac,1
006087084c,0
006095370f,1
0060cd1ba5,0
0060da8b7f,0
0060e0e22e,1
0060e809e1,0
00614d01c3,0
00614e3cdf,1
00615e1e39,0
00616234ca,1
0061776a30,0
0061845d86,0
00618cd0b8,1
006199b0c9,0
0061a99a7d,0
0061b6d36a,0
0061c9a516,1
0061d0570e,0
0061d6c931,0
0061e7a841,1
0061f8aa29,1
006218fc71,1
006270a5fa,0
0062780621,1
00629c2357,0
0062bebd80,1
0062e50f2f,0
006301b01d,0
00631736cd,0
006331ba91,1
0063452821,0
00637da18c,1
0063875ff2,1
0063c2245b,0
0063da53c4,0
0063db13ad,0
0063ef3377,1
006409540a,0
00644b92e4,1
006461a426,1
006461c73f,1
0064737bbe,0
00648c211a,1
0064a8b656,0
0064e06f3e,0
006526bba4,1
006543043e,0
006548fbb5,1
0065697a90,0
00656d44b1,1
00657b48d0,1
0065997456,1
0065de149a,1
00660c9fcc,0
006615247e,1
0066392106,0
006685e8c7,1
0066a3a800,1
0066ac3457,0
0066bf8c52,1
006705af47,0
00672c8ab4,0
006737a195,0
0067391cfb,0
0067523973,1
00679e86e5,1
0067af3765,0
0067f69d3a,0
00682434fe,1
006845c529,0
0068471072,1
00687f23af,1
00689e8308,1
0068dbc2bf,1
0068e566e6,1
0068f86dd2,1
0069328c01,1
00693a0512,1
0069694349,1
0069856047,0
0069870de8,1
0069a9408f,1
0069d315e3,0
0069d5ba11,1
0069f46385,1
006a20ae66,1
006a341d88,0
006a6426a1,1
006ab4f10d,1
006addc0a8,1
006b402056,1
006b599a70,1
006b942137,1
006b9b6e5c,1
006ba1eb65,0
006ba5db2f,0
006bafe253,1
006bb875d2,0
006bd09135,0
006bddad42,0
006bea5ad1,0
006c0fb698,0
006c217075,1
006c272ba6,0
006c86c49c,0
006c9a22f0,1
006cb91670,1
006cc4f15c,1
006d15565a,1
006d34be05,0
006d381b7a,0
006d48d9f4,0
006d50cbd0,1
006d9a31fc,1
006de36ced,0
006df7fdfe,0
006df84450,1
006e0234b7,0
006e08e99a,0
006e17f341,0
006e4d9c93,1
006e53bbc4,1
006e66344e,1
006e7fb119,0
006edb0ec0,0
006edf77c6,1
006ee34332,0
006eeaa90c,1
006eeade18,1
006f01fbdc,0
006f1fc87d,1
006f34be59,0
006f5454c7,0
006f545b8c,1
006f619ec7,0
006f690cd3,0
006f7f5587,1
006f8785f4,0
006f901eec,1
006fbb558c,0
006fbcf035,0
006fdf8868,1
006fe4cf2e,0
0070368f02,0
0070464ca6,1
00706448f9,1
0070bc7a36,1
0070f27d97,1
0070f42b88,0
00712c043f,1
0071619ebb,1
00717728d9,0
0071a0be96,0
0071f1fc87,1
007210cec8,1
00723f17f5,1
007255c4a0,0
00727ca068,1
0072bda34f,1
0072c1065c,0
0072d1aae5,0
0072e76641,1
0072ed98b5,1
0072fa1b67,1
00732be307,1
0073380339,0
00734361e9,1
007354095a,0
0073a5e213,1
0073a6aecd,0
0073b359ef,1
0073b837e1,1
0073cda446,0
0073e178eb,0
007439aad9,0
00743c76f1,1
0074614d2a,0
00746aeb2b,1
00747ddb97,1
0074811ac8,0
00748d6fe4,1
00748fab7e,1
0074901b06,0
0074a4d752,1
0074aae1aa,0
0074b3fb38,0
0074e41b44,0
0074e922fe,1
0074fb444a,0
0075021fc2,0
00754ef1e0,0
00755a5f10,0
0075bf362a,1
0075c9535e,0
0075dafbe2,1
007606ee97,1
00763d9a0f,0
00765a47d3,0
0076712ce3,1
0076781a00,1
0076cf0470,0
0076d47eb1,1
0076edcb87,0
00771b27f2,1
0077573ba5,0
0077cebf70,0
0077e1427a,0
0077e4709d,1
00785b7d45,1
00785f8167,1
0078660a43,1
0078c2fe2f,1
00790f8cb8,0
007936d57c,0
007953d31a,0
00795b01ff,1
00797ac331,1
00798b705f,0
00799c833e,1
0079f18eaf,1
0079f2660d,0
007a221051,1
007a6fef2d,0
007a7c0b57,0
007a9858df,0
007ac15b34,0
007ac4f380,0
007affd198,1
007b0801fb,0
007b0812a9,0
007b2ad53c,0
007b3572b2,1
007b38f309,0
007b6f3f0d,0
007ba361f3,0
007bb1f7bd,1
007bd0e585,1
007beb0ff8,0
007bfc2b22,1
007c080261,1
007c1b2c45,0
007c1fb678,1
007c3a4d0e,1
007c3e89b7,0
007c5813d9,0
007c58595f,1
007c586289,1
007c6071bb,0
007c683dd2,0
007c872773,1
007cdfb8a0,1
007cf64a96,0
007cf788f5,1
007d0f6d3b,0
007d2b72ad,0
007d64c219,1
007d8f05f5,0
007daf2848,0
007db6d7b6,0
007dbcfd13,1
007dfb499d,1
007dfb7f2d,0
007dff3965,1
007e3e314c,0
007e4ae9de,0
007e745b16,1
007e766ac6,1
007e858f65,1
007e85daa3,0
007f018d63,0
007f04e123,1
007f34f320,1
007f3c495d,0
007f3cc502,0
007f47023e,0
007f4a5a62,1
007f6255d5,0
007f873d99,1
007f99b127,1
007f9ad18e,0
007f9cd037,0
007fb2806e,1
007fbf7919,0
007fcfafc6,0
007fd170f2,1
007fd8d0dd,1
008009f06f,0
008033b158,0
008035f2c9,1
008086329a,0
0080c1d2fb,1
0080c27110,1
0080c9154a,0
0080e77acf,0
0080f8ff30,0
008107e077,1
00810a72ae,0
008123cfe3,1
00817a64be,1
008185396f,1
0081989551,1
00819cc597,1
0081a6fe68,0
0081d490f2,1
0081f2acfc,1
0082016b3d,1
0082032959,1
00820595e3,1
0082391a48,0
008244cb18,0
00824a941a,1
0082583c18,1
008259aa79,0
0082945c9e,0
0082a7c417,1
0082c6390b,0
0082ccf277,1
0082f8cef0,1
008301a453,1
0083382ecc,1
008343ed7a,1
0083b94eb2,0
0083ec446f,0
0084045536,1
00841d090a,0
0084233def,1
0084560de0,1
0084697612,0
008483e095,0
0084a0d220,0
0084abe0f2,0
0084c87ba5,1
0084e03696,1
008519d0eb,0
00854d4659,1
00854db455,1
0085cad4dc,1
0085ce99f7,1
008614778b,1
00866d7803,0
00867cdfd7,1
0086b86bed,1
008724d87c,1
008778fa60,0
00879c2627,0
00879ce1b9,0
0087bc4b8e,0
0087ce0cc1,0
0087f9e8a3,0
00880e946e,1
0088701ad2,1
008882b19f,0
00889b1b40,0
0088c4fc8b,0
008934bef6,0
008935ba32,1
00895e55c5,0
008967247f,0
008985699c,1
0089a635ef,1
0089cd71ea,0
0089d810a8,0
0089db3020,0
0089eb4579,0
008a035f9b,1
008a06ba13,1
008a193a9c,0
008a48a802,0
008a701f6b,1
008a759baa,1
008ab45795,0
008b28501b,1
008b332a7d,0
008b7ea37f,0
008ba101e4,1
008ba284d6,1
008ba88d88,0
008bca002c,0
008bef5465,0
008c23bbe8,0
008c314789,0
008c56b2ac,1
008c75236a,1
008cba91be,0
008cef364b,1
008d402d90,1
008d457c07,1
008d4b6590,1
008d6e8007,1
008d9d572b,1
008da220e0,0
008dc508da,1
008de2f6cf,1
008df4f3d3,0
008e25739d,1
008e2f26d4,0
008e5eaedb,0
008e5eeb37,0
008e620ea9,0
008e64a016,0
008e693e26,1
008e90547a,0
008e9b5505,1
008e9cd10f,1
008ecfc446,0
008ee5a4cf,1
008ef0558c,0
008efb3d50,0
008efb83c0,0
008f103ab7,1
008f4980d4,0
008f59a9ba,1
008f5a67b1,0
008f723ad1,0
008f758973,0
008f93abfc,1
008f9c7c4c,1
008fb86617,1
008fd27b7a,1
008fed3119,0
008ffd5001,1
009001188a,0
00900c5f36,0
009019c3bf,1
00903591ab,0
00904c8fa1,0
0090936904,1
0090de95b8,0
0090f8ca31,1
0091170c33,1
0091271269,1
00912d5308,1
009155e467,1
00916f4cf2,0
0091711e1a,1
0091800d84,0
00918e8322,0
0091a05c73,1
0091b16143,0
0092191c2e,1
00921b8d6c,1
009252b60b,0
0092ad10d0,0
0092c13d79,1
0092cc6b91,1
0092ddf1f3,1
0093a31082,1
0093b1422c,0
0093bed861,1
0093cd83aa,0
0093f942e1,1
009431f80f,0
00944d9726,1
00944ed162,0
009456ecf0,0
0094696aaf,0
009493dbf5,1
00949ab81c,0
0094a0a501,1
0094b5071b,1
009561964c,0
00958f8888,0
00959e9554,1
0095a8eec2,0
0095e0e559,1
0095f517d6,1
0096006667,1
009609d23a,1
009620c1ab,1
009629124e,1
009630d7d5,1
0096446bc2,1
00966d3ce7,1
009690aa07,0
0096b443c1,0
0096b45a64,1
0096baf529,0
0096e79f59,1
00973bca2a,0
00974ad97c,0
009768655b,0
0097794d40,0
00977eaf03,1
0097c49b02,1
0097e5636c,0
0097e78618,0
0097f65746,1
0097fca3b1,1
009807a0fc,1
00983a09cd,0
009865c1ef,1
00988eb821,1
0098f2717a,1
00995439ea,1
009963a95f,0
0099861350,1
0099b343a3,1
0099c0c64d,1
009a000875,0
009a118ccd,0
009a6f39da,0
009a90f928,1
009a94013d,1
009acb2959,0
009ad5204f,1
009ada11b2,0
009aeb9186,0
009af8309c,1
009b032a9f,1
009b45eb46,0
009b484321,0
009b772d51,1
009ba6f3b2,0
009bab8b1d,0
009badf80d,0
009be87aab,0
009bec334a,1
009bf9216f,1
009c28242e,1
009c561fc7,0
009c793b77,1
009c8d6dad,0
009c8f1b58,0
009ce0b422,1
009ce0fc3b,0
009d2963a6,0
009d36d807,0
009d4192ac,1
009d43506d,1
009d8c9a30,1
009db85d65,1
009dd58aeb,1
009deb4a56,1
009e1aede6,1
009e1dd58d,0
009e3174da,0
009e33df19,1
009e47e818,0
009eb4ee3b,1
009eb79f30,0
009ebfe3f0,0
009ed0fc55,1
009ed4a8dc,1
009ed4c3e2,0
009edab6f6,1
009fc2d5d8,0
009fd8d703,1
009fe5e77c,1
009ffe3fba,1
00a0122d7d,0
00a06a736d,0
00a0a4c028,1
00a0a52f43,1
00a0cc292b,1
00a0d4b99e,0
00a10e7985,0
00a128b8f7,1
00a12bf19e,1
00a1365892,1
00a15ea239,1
00a16a691e,0
00a16d5109,1
00a1c71ef1,1
00a1dc1272,0
00a1fa889c,1
00a22c8ec4,0
00a2593d24,1
00a296b274,0
00a2c4a912,0
00a2d11d2d,1
00a2eed33f,1
00a2f8fb44,1
00a3162b99,1
00a319941f,0
00a373a120,0
00a3e5fbcc,0
00a3ec3705,0
00a4055328,0
00a42ba204,1
00a469e20e,1
00a48e8ccb,0
00a49cc691,1
00a4ad1b31,1
00a4d4361c,0
00a55845ba,0
00a55b7119,0
00a566ab43,0
00a5785f1d,1
00a59096ee,1
00a5de60ee,0
00a5f9a976,1
00a61f0c1c,0
00a64cd1ee,1
00a6517221,1
00a65d1ba4,0
00a66f8ecd,0
00a6a5a267,0
00a6a9a1b7,0
00a6b5042b,0
00a6bd4531,1
00a6e3475a,0
00a6e677c1,1
00a6f2b693,0
00a72d6b85,0
00a7368130,0
00a74885b9,1
00a7c28792,1
00a7db5139,0
00a7dd0293,0
00a7e353c8,0
00a8048722,0
00a844148d,0
00a85592b3,1
00a8696869,0
00a8750157,1
00a87faa0b,1
00a8965720,1
00a89e40d0,1
00a8a7cfbc,1
00a8af4279,0
00a8c85b57,0
00a8d3ad15,1
00a8d51353,1
00a92fe321,0
00a963c74b,0
00a966963b,0
00a983a26b,0
00a98c6a36,0
00a9a0a0b2,0
00a9a3a606,0
00a9a4d4f4,0
00a9aae914,1
00a9b35fe6,0
00a9be23ec,0
00a9ced9ea,0
00a9cf0dbb,1
00a9dae412,1
00a9e9c1b4,0
00aa032c44,0
00aa09143f,0
00aa85f656,0
00aaa5d961,1
00aac5c81b,0
00aac7e4ba,1
00aaca9fe9,0
00aae19d10,0
00ab0ce385,0
00ab279af1,0
00ab2b4d43,1
00ab4dba90,0
00ab583b90,0
00ab59ba5d,0
00ab5bd326,0
00ab87b375,1
00ac6c0572,1
00accf9a7d,0
00acd6784b,1
00acf625d0,1
00acf9c3fd,1
00ad02756d,1
00ad143d2b,1
00ad1b103b,0
00ad295efb,0
00ad516388,0
00ad541558,1
00ad59b97f,1
00ad770f97,1
00ad77e401,1
00ad81d383,0
00adb00027,0
00adb2aaaa,1
00add98a45,1
00ade71acd,1
00adead29a,0
00ae06fc5d,1
00ae30a675,0
00ae48078d,0
00ae6dbc54,0
00ae8ebd01,0
00aeb401b4,0
00aef289b1,0
00aefb46ac,1
00af2f07aa,0
